config_id,alpha,beta,gamma,ridge_lambda,ratio_estimator,clipping,candidate_pool_size,adaptive_gamma,ess_floor,cond_ref,gamma_ess_scale,gamma_cond_scale,pooled_gap_mean,pooled_p_value,pooled_test,pooled_n_pairs,stability_mse_mean,pooled_mse_mean,holm_adjusted_p,stability_beats_pooled,holm_significant
cfg_0246,0.3,0.0,0.1,0.0001,gaussian_diag_proxy,p99,16,False,200.0,120.0,0.8,0.25,-0.013127160844002748,0.28070068359375,paired_wilcoxon,15,0.13898207266790952,0.15210923351191227,1.0,True,False
cfg_0230,0.3,0.0,0.1,1e-05,gaussian_diag_proxy,p99,16,False,200.0,120.0,0.8,0.25,-0.013127152788106222,0.28070068359375,paired_wilcoxon,15,0.1389820812170244,0.15210923400513063,1.0,True,False
cfg_0116,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,p99,8,False,200.0,120.0,0.8,0.25,-0.012270212290256604,0.00484080499890314,paired_t_test,15,0.14556629790982806,0.15783651020008466,1.0,True,False
cfg_0117,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.012270212290256604,0.00484080499890314,paired_t_test,15,0.14556629790982806,0.15783651020008466,1.0,True,False
cfg_0100,0.1,0.1,0.0,1e-05,gaussian_diag_proxy,p99,8,False,200.0,120.0,0.8,0.25,-0.012270207313012791,0.004840818227874359,paired_t_test,15,0.14556630362648462,0.15783651093949744,1.0,True,False
cfg_0101,0.1,0.1,0.0,1e-05,gaussian_diag_proxy,p99,8,True,200.0,120.0,0.8,0.25,-0.012270207313012791,0.004840818227874359,paired_t_test,15,0.14556630362648462,0.15783651093949744,1.0,True,False
cfg_0224,0.3,0.0,0.1,1e-05,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.0118943702246369,0.0318603515625,paired_wilcoxon,15,0.17197801719198544,0.18387238741662232,1.0,True,False
cfg_0320,0.3,0.1,0.1,1e-05,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.0118943702246369,0.0318603515625,paired_wilcoxon,15,0.17197801719198544,0.18387238741662232,1.0,True,False
cfg_0240,0.3,0.0,0.1,0.0001,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.01189432646423608,0.0318603515625,paired_wilcoxon,15,0.17197805860752907,0.18387238507176515,1.0,True,False
cfg_0336,0.3,0.1,0.1,0.0001,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.01189432646423608,0.0318603515625,paired_wilcoxon,15,0.17197805860752907,0.18387238507176515,1.0,True,False
cfg_0032,0.1,0.0,0.1,1e-05,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.01137615603356961,0.0318603515625,paired_wilcoxon,15,0.17249623138305273,0.18387238741662232,1.0,True,False
cfg_0128,0.1,0.1,0.1,1e-05,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.01137615603356961,0.0318603515625,paired_wilcoxon,15,0.17249623138305273,0.18387238741662232,1.0,True,False
cfg_0048,0.1,0.0,0.1,0.0001,gaussian_diag_proxy,none,8,False,200.0,120.0,0.8,0.25,-0.01137611215877606,0.0318603515625,paired_wilcoxon,15,0.17249627291298905,0.18387238507176515,1.0,True,False
