setting,seed,method,alpha,beta,gamma,ridge_lambda,ratio_estimator,clipping,candidate_pool_size,adaptive_gamma,target_mse,ess,condition_number,ratio_uncertainty,weight_second_moment,target_excess_risk_vs_oracle,regret_gap_to_oracle_selected_source,gamma_effective
C,89,stability_aware_composite,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.2118981274938564,14.713388990603718,28.99274412706796,0.160417780722062,81.55836840819475,0.0037049205982438993,0.0037049205982438993,0.0
C,89,random_source_plus_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.7115641598616907,4.3729806764811014,43.63092033068113,0.3648932480318848,274.41237194904903,0.5033709529660783,0.5033709529660783,0.0
C,89,mmd_nearest_source_plus_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.8015904596776726,6.777554253733533,98.35842331787528,0.5722238376756866,177.05501941272925,0.5933972527820601,0.5933972527820601,0.0
C,89,wasserstein_nearest_source_plus_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.2323242700398269,57.53253759052828,46.772630877142674,0.18773412985691393,20.857762407869533,0.0241310631442144,0.0241310631442144,0.0
C,89,pooled_source_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.390851996582394,43.3989735852393,21.347416717620828,1.0482265904756134,221.20338816243947,0.1826587896867815,0.1826587896867815,0.0
C,89,single_source_unweighted_LS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.2047775730315495,1199.999999999999,40.786999031422305,0.0,1.0,-0.003415633864062989,-0.003415633864062989,0.0
C,89,mixed_shift_gate_plus_composite,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.2323242700398269,57.53253759052828,46.772630877142674,0.18773412985691393,20.857762407869533,0.0241310631442144,0.0241310631442144,0.0
C,89,oracle_best_source_retrospective,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.2081932068956125,1200.0,74.34923915927331,0.0,0.9999999997031735,0.0,0.0,0.0
C,131,stability_aware_composite,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.22223017360370212,339.66282940604447,27.94705125197675,0.045765946037782126,3.532915278886259,0.007862411739179898,0.007862411739179898,0.0
C,131,random_source_plus_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.21436776186452222,1200.0,58.24667460728458,0.0,0.9999999997031735,0.0,0.0,0.0
C,131,mmd_nearest_source_plus_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.293842453574313,6.861227191650857,146.54480575544974,0.750873015273887,174.89582642572688,0.07947469170979077,0.07947469170979077,0.0
C,131,wasserstein_nearest_source_plus_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.293842453574313,6.861227191650857,146.54480575544974,0.750873015273887,174.89582642572688,0.07947469170979077,0.07947469170979077,0.0
C,131,pooled_source_IWLS,0.1,0.1,0.0,0.0001,gaussian_diag_proxy,none,8,True,0.25618625015115515,38.32620219546267,43.19943643232085,1.209160582292585,250.48137957779196,0.04181848828663293,0.04181848828663293,0.0
